HMDB_ID,Match to inchikey1,Match to inchikey,Name,Pubchem_ID,KEGG_ID,ChEBI_ID,CAS,InchiKey,SMILES,InchiKey,InchiKey1,In MML or resource,BASF,Bowes-44,Tox21,AOP Wiki,CTD,IPA,T3DB,Publications,Resource coverage (%),HMDB disease,IPA Toxicity function,AOP Wiki AO,Publication AO,AO source coverage (%),IPA pathway,KEGG pathway,Reactome pathway,PathBank pathway,Pathway source coverage (%),"Total coverage score, %",In S1500+ pathways,S1500+ consistency score,Assay availability,Standard availability,Measurement feasibility score
HMDB0003157,VVHOUVWJCQOYGG,VVHOUVWJCQOYGG-REOHCLBHSA-N,Guanidinosuccinic acid,439918,C03139,17072,6133-30-8,VVHOUVWJCQOYGG-REOHCLBHSA-N,NC(=N)N[C@@H](CC(O)=O)C(O)=O,VVHOUVWJCQOYGG-REOHCLBHSA-N,VVHOUVWJCQOYGG,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0001522,,,Methylguanidine,10111,C02294,16628,21770-81-0,CHJJGSNFBQVOTG-UHFFFAOYSA-N,CNC(N)=N,CHJJGSNFBQVOTG-UHFFFAOYSA-N,CHJJGSNFBQVOTG,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0000930,WBYWAXJHAXSJNI,WBYWAXJHAXSJNI-VOTSOKGWSA-N,trans-Cinnamic acid,444539,C00423,27386,0140-10-3,WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)\C=C\C1=CC=CC=C1,WBYWAXJHAXSJNI-VOTSOKGWSA-N,WBYWAXJHAXSJNI,MML,,,,,,,Yes,,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,0,1,1
HMDB0000982,ZAYHVCMSTBRABG,ZAYHVCMSTBRABG-JXOAFFINSA-N,5-Methylcytidine,92918,,20607,2140-61-6,ZAYHVCMSTBRABG-JXOAFFINSA-N,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N=C1N,ZAYHVCMSTBRABG-JXOAFFINSA-N,ZAYHVCMSTBRABG,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0001147,,,Aminomalonic acid,100714,C00872,17475,1068-84-4,JINBYESILADKFW-UHFFFAOYSA-N,NC(C(O)=O)C(O)=O,JINBYESILADKFW-UHFFFAOYSA-N,JINBYESILADKFW,MML,,,,,,,,Yes,12.5,,Yes,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000679,,,Homocitrulline,65072,C02427,17443,1190-49-4,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,N[C@@H](CCCCNC(N)=O)C(O)=O,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,XIGSAGMEBXLVJJ,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000734,SXOUIMVOMIGLHO,SXOUIMVOMIGLHO-AATRIKPKSA-N,Indoleacrylic acid,15030923,,132244,29953-71-7,SXOUIMVOMIGLHO-AATRIKPKSA-N,OC(=O)\C=C\C1=CC2=C(N1)C=CC=C2,SXOUIMVOMIGLHO-AATRIKPKSA-N,SXOUIMVOMIGLHO,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0000866,,,N-Acetyl-L-tyrosine,68310,C01657,21563,537-55-3,CAHKINHBCWCHCF-JTQLQIEISA-N,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,CAHKINHBCWCHCF-JTQLQIEISA-N,CAHKINHBCWCHCF,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0013713,DZTHIGRZJZPRDV,DZTHIGRZJZPRDV-LBPRGKRZSA-N,N-acetyltryptophan,700653,,70976,87-32-1,DZTHIGRZJZPRDV-LBPRGKRZSA-N,[H][C@@](CC1=CNC2=CC=CC=C12)(N=C(C)O)C(O)=O,DZTHIGRZJZPRDV-LBPRGKRZSA-N,DZTHIGRZJZPRDV,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000307,,,1b-Hydroxycholic acid,5283893,,136724,80875-94-1,UYVVLXVBEQAATF-WAIVXGPNSA-N,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)C[C@@H](O)[C@]12C,UYVVLXVBEQAATF-WAIVXGPNSA-N,UYVVLXVBEQAATF,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0002208,,,"Cholestane-3,7,12,24,25-pentol",6453659,,,,NHPWQASMMFUHIZ-YBMOUMCLSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CC[C@H](O)C(C)(C)O,NHPWQASMMFUHIZ-YBMOUMCLSA-N,NHPWQASMMFUHIZ,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0004973,DFELABABMXOKTD,,Glucosylceramide (d18:1/20:0),20057356,,84721,,DFELABABMXOKTD-IYFIADHGSA-N,CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC,DFELABABMXOKTD-IYFIADHGSA-N,DFELABABMXOKTD,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0029156,XMBSYZWANAQXEV,XMBSYZWANAQXEV-QWRGUYRKSA-N,Glutamylphenylalanine,18653118,,,7432-24-8,XMBSYZWANAQXEV-QWRGUYRKSA-N,N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,XMBSYZWANAQXEV-QWRGUYRKSA-N,XMBSYZWANAQXEV,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0002354,SPXVLTDISXZSFM,SPXVLTDISXZSFM-UHFFFAOYSA-N,Hawkinsin,173909,,149584,63224-90-8,SPXVLTDISXZSFM-UHFFFAOYSA-N,NC(CSC1CC(O)C=CC1(O)CC(O)=O)C(O)=O,SPXVLTDISXZSFM-UHFFFAOYSA-N,SPXVLTDISXZSFM,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,0,0
HMDB0010388,WKQNRCYKYCKESD,WKQNRCYKYCKESD-YVHLTTHBSA-N,"LysoPC(18:3(9Z,12Z,15Z))",24779469,,88697,,WKQNRCYKYCKESD-YVHLTTHBSA-N,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C,WKQNRCYKYCKESD-YVHLTTHBSA-N,WKQNRCYKYCKESD,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0010396,GOMVPVRDBLLHQC,,"LysoPC(20:4(8Z,11Z,14Z,17Z))",53480469,,,,GOMVPVRDBLLHQC-VEJNOCSESA-N,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C,GOMVPVRDBLLHQC-VEJNOCSESA-N,GOMVPVRDBLLHQC,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0028960,,,Lysyl-Serine,11183890,,74568,6665-19-6,YSZNURNVYFUEHC-UHFFFAOYSA-N,NCCCCC(N)C(=O)NC(CO)C(O)=O,YSZNURNVYFUEHC-UHFFFAOYSA-N,YSZNURNVYFUEHC,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0011717,,,Nonate,16058309,,88404,,FNZSVEHJZREFPF-ZETCQYMHSA-N,CCCCC[C@@H](CC(O)=O)C(O)=O,FNZSVEHJZREFPF-ZETCQYMHSA-N,FNZSVEHJZREFPF,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0005766,,,Norophthalmic acid,5489007,,143251,16305-88-7,RPVCUZZJCXVVDW-WDSKDSINSA-N,C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,RPVCUZZJCXVVDW-WDSKDSINSA-N,RPVCUZZJCXVVDW,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0003974,,,Oxalosuccinic acid,972,C05379,7815,1948-82-9,UFSCUAXLTRFIDC-UHFFFAOYSA-N,OC(=O)CC(C(O)=O)C(=O)C(O)=O,UFSCUAXLTRFIDC-UHFFFAOYSA-N,UFSCUAXLTRFIDC,Publications,,,,,,,,Yes,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,0,1
HMDB0008006,QJWDAOSZZYVBJZ,,"PC(16:1(9Z)/18:2(9Z,12Z))",24778768,,84567,,QJWDAOSZZYVBJZ-KXESGEQTSA-N,CCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,QJWDAOSZZYVBJZ-KXESGEQTSA-N,QJWDAOSZZYVBJZ,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0008015,,,"PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",24778771,,84816,,DYDDZDMJSQYFGN-OIVUZXIWSA-N,CCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,DYDDZDMJSQYFGN-OIVUZXIWSA-N,DYDDZDMJSQYFGN,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0008046,QXDDDGCNWRUEFM,QXDDDGCNWRUEFM-UMKMFDOBSA-N,"PC(18:0/20:3(5Z,8Z,11Z))",24778855,,86176,,QXDDDGCNWRUEFM-UMKMFDOBSA-N,CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,QXDDDGCNWRUEFM-UMKMFDOBSA-N,QXDDDGCNWRUEFM,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0008047,,,"PC(18:0/20:3(8Z,11Z,14Z))",24778857,,86177,,VGSUMLIRUGDCTF-NSMRCOLJSA-N,CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC,VGSUMLIRUGDCTF-NSMRCOLJSA-N,VGSUMLIRUGDCTF,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0008072,YBNAKFLXDDROCX,YBNAKFLXDDROCX-YGRWKTHCSA-N,"PC(18:1(11Z)/18:2(9Z,12Z))",53478723,,89691,,YBNAKFLXDDROCX-YGRWKTHCSA-N,CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,YBNAKFLXDDROCX-YGRWKTHCSA-N,YBNAKFLXDDROCX,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0008105,GDWULUGDXGHJIJ,,"PC(18:1(9Z)/18:2(9Z,12Z))",24778939,,74670,,GDWULUGDXGHJIJ-VJHNMZKJSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,GDWULUGDXGHJIJ-VJHNMZKJSA-N,GDWULUGDXGHJIJ,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0008434,,,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",52923295,,86184,,PLZBTDKJYHXIEW-DZUXOTHRSA-N,CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,PLZBTDKJYHXIEW-DZUXOTHRSA-N,PLZBTDKJYHXIEW,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,0,1
HMDB0010150,,,PIP3(16:0/18:1(9Z)),,C00626,,,DJAHJSLZGQTVQW-MISQBZJTSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O[C@H]1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)[C@@H](OP(=O)(O)O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,DJAHJSLZGQTVQW-MISQBZJTSA-N,DJAHJSLZGQTVQW,Tox21,,,Yes,,,,,,12.5,,,,,0,,,,Yes,25,12.5,,0,0,0,0
HMDB0034879,,,1-[(5-Amino-5-carboxypentyl)amino]-1-deoxyfructose,,,,,ZAWLGBRDVQURAK-UHFFFAOYSA-N,NC(CCCCNCC1(O)OC(CO)C(O)C1O)C(O)=O,ZAWLGBRDVQURAK-UHFFFAOYSA-N,ZAWLGBRDVQURAK,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0006855,,,(S)-2-Acetolactate,440878,C06010,18409,###############################################################################################################################################################################################################################################################,NMDWGEGFJUBKLB-YFKPBYRVSA-N,CC(=O)[C@](C)(O)C(O)=O,NMDWGEGFJUBKLB-YFKPBYRVSA-N,NMDWGEGFJUBKLB,Publications,,,,,,,,Yes,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0000449,,,5a-Tetrahydrocorticosterone,101790,,89328,600-63-5,RHQQHZQUAMFINJ-NZTKVECHSA-N,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,RHQQHZQUAMFINJ-NZTKVECHSA-N,RHQQHZQUAMFINJ,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0003976,,,D-Glucuronic acid 1-phosphate,440650,,35145,,AIQDYKMWENWVQJ-AQKNRBDQSA-N,O[C@@H]1[C@@H](O)C(OP(O)(O)=O)O[C@@H]([C@H]1O)C(O)=O,AIQDYKMWENWVQJ-AQKNRBDQSA-N,AIQDYKMWENWVQJ,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0060244,BLHVJAAEHMLMOI,BLHVJAAEHMLMOI-UHFFFAOYSA-N,Phosphodimethylethanolamine,151438,C13482,31997,6909-62-2,BLHVJAAEHMLMOI-UHFFFAOYSA-N,CN(C)CCOP(O)(O)=O,BLHVJAAEHMLMOI-UHFFFAOYSA-N,BLHVJAAEHMLMOI,Publications,,,,,,,,Yes,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0000385,,,12a-Hydroxy-3-oxocholadienic acid,53477691,,,,DJVAMCYXFUWMLS-RVOJYKBWSA-N,C[C@H](CCC(O)=O)C1CCC2C3C=CC4=CC(=O)CC[C@]4(C)C3C[C@H](O)[C@]12C,DJVAMCYXFUWMLS-RVOJYKBWSA-N,DJVAMCYXFUWMLS,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0010357,,,Tetrahydroaldosterone-3-glucuronide,167918,,88728,23567-25-1,CGIURIOFMWUPSV-RUQPETGGSA-N,[H][C@@]12CC3(C(O)O1)C(CC[C@@H]3C(=O)CO)C1CCC3CC(CC[C@]3(C)C21)O[C@@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@H]1O)C(O)=O,CGIURIOFMWUPSV-RUQPETGGSA-N,CGIURIOFMWUPSV,MML,,,,Yes,,,,,12.5,,,Yes,,25,,,,,0,12.5,,0,0,1,1
HMDB0003148,,,Argininic acid,160437,,32695,0157-07-03,BMFMQGXDDJALKQ-BYPYZUCNSA-N,NC(=N)NCCC[C@H](O)C(O)=O,BMFMQGXDDJALKQ-BYPYZUCNSA-N,BMFMQGXDDJALKQ,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0029037,UJTZHGHXJKIAOS,UJTZHGHXJKIAOS-UHFFFAOYSA-N,Serylglutamine,21285386,,74808,,UJTZHGHXJKIAOS-UHFFFAOYSA-N,NC(CO)C(=O)NC(CCC(N)=O)C(O)=O,UJTZHGHXJKIAOS-UHFFFAOYSA-N,UJTZHGHXJKIAOS,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0002335,UKGGPJNBONZZCM,UKGGPJNBONZZCM-WDSKDSINSA-N,Aspartyl-L-proline,170612,,,42155-95-3,UKGGPJNBONZZCM-WDSKDSINSA-N,N[C@@H](CC(O)=O)C(=O)N1CCC[C@H]1C(O)=O,UKGGPJNBONZZCM-WDSKDSINSA-N,UKGGPJNBONZZCM,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,0,1
HMDB0003128,,,Cortolone,160499,C05481,3899,516-42-7,JXCOSKURGJMQSG-AZQJGLEESA-N,[H][C@@]12CC[C@](O)([C@@H](O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,JXCOSKURGJMQSG-AZQJGLEESA-N,JXCOSKURGJMQSG,MML,,,,,Yes,,,,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0007219,,,"DG(18:1(9Z)/18:2(9Z,12Z)/0:0)",9543722,,75450,,BLZVZPYMHLXLHG-JOBMVARSSA-N,[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,BLZVZPYMHLXLHG-JOBMVARSSA-N,BLZVZPYMHLXLHG,MML,Yes,,,,,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0010390,UATOAILWGVYRQS,UATOAILWGVYRQS-HHHXNRCGSA-N,LysoPC(20:0/0:0),24779473,,74968,,UATOAILWGVYRQS-HHHXNRCGSA-N,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000894,,,Vinylacetylglycine,53477718,,74435,,UKISAGFGRDHYFO-UHFFFAOYSA-N,OC(=O)CNC(=O)CC=C,UKISAGFGRDHYFO-UHFFFAOYSA-N,UKISAGFGRDHYFO,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000424,,,2-Hydroxydecanedioic acid,128458,,89312,103963-71-9,LPIOYESQKJFWPQ-UHFFFAOYSA-N,OC(CCCCCCCC(O)=O)C(O)=O,LPIOYESQKJFWPQ-UHFFFAOYSA-N,LPIOYESQKJFWPQ,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000498,,,4-Deoxyerythronic acid,13120901,,,,LOUGYXZSURQALL-PWNYCUMCSA-N,C[C@@H](O)[C@@H](O)C(O)=O,LOUGYXZSURQALL-PWNYCUMCSA-N,LOUGYXZSURQALL,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0002201,,,N-Carboxyethyl-g-aminobutyric acid,2572,,138529,02/03/4386,SRGQUICKDUQCKO-UHFFFAOYSA-N,OC(=O)CCCNCCC(O)=O,SRGQUICKDUQCKO-UHFFFAOYSA-N,SRGQUICKDUQCKO,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0038555,MDIUMSLCYIJBQC,,"(9S,10E,12S,13S)-9,12,13-Trihydroxy-10-octadecenoic acid",5282966,,,29907-56-0,MDIUMSLCYIJBQC-BUHFOSPRSA-N,CCCCCC(O)C(O)\C=C\C(O)CCCCCCCC(O)=O,MDIUMSLCYIJBQC-BUHFOSPRSA-N,MDIUMSLCYIJBQC,CTD,,,,,Yes,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0006220,NCYCYZXNIZJOKI,,13-cis-Retinal,6436079,,45487,472-86-6,NCYCYZXNIZJOKI-HWCYFHEPSA-N,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O,NCYCYZXNIZJOKI-HWCYFHEPSA-N,NCYCYZXNIZJOKI,Tox21,,,Yes,,,,,,12.5,,,,,0,,,,,0,4.2,,0,0,1,1
HMDB0005045,,,15(S)-Hydroxyeicosatrienoic acid,5283145,,15558,,IUKXMNDGTWTNTP-OAHXIXLCSA-N,CCCCC[C@H](O)\C=C\C=C/C\C=C/CCCCCCC(O)=O,IUKXMNDGTWTNTP-OAHXIXLCSA-N,IUKXMNDGTWTNTP,MML,,,,,Yes,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0031067,,,(S)-14-Methylhexadecanoic acid,22207,,84874,5918-29-6,FXUKWLSZZHVEJD-UHFFFAOYSA-N,CCC(C)CCCCCCCCCCCCC(O)=O,FXUKWLSZZHVEJD-UHFFFAOYSA-N,FXUKWLSZZHVEJD,MML,Yes,,,,,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0005895,,,4-Hydroxyestrone,53477797,,87602,3131-23-5,XQZVQQZZOVBNLU-KQWCVQSUSA-N,C[C@@]12CCC3C(CCC4=C3C=CC(O)=C4O)C1CCC2=O,XQZVQQZZOVBNLU-KQWCVQSUSA-N,XQZVQQZZOVBNLU,CTD,,,,,Yes,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0012105,SXZWBNWTCVLZJN,SXZWBNWTCVLZJN-NMIJJABPSA-N,SM(d18:1/23:0),46891684,,83880,,SXZWBNWTCVLZJN-NMIJJABPSA-N,CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC,SXZWBNWTCVLZJN-NMIJJABPSA-N,SXZWBNWTCVLZJN,MML,Yes,,,,,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0011172,AQAKHZVPOOGUCK,AQAKHZVPOOGUCK-XPUUQOCRSA-N,gamma-Glutamylvaline,7015683,,68848,,AQAKHZVPOOGUCK-XPUUQOCRSA-N,CC(C)[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,AQAKHZVPOOGUCK-XPUUQOCRSA-N,AQAKHZVPOOGUCK,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000867,,,Ribonic acid,5460677,C01685,21077,,QXKAIJAYHKCRRA-BXXZVTAOSA-N,OC[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O,QXKAIJAYHKCRRA-BXXZVTAOSA-N,QXKAIJAYHKCRRA,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000442,WHBMMWSBFZVSSR,,(S)-3-Hydroxybutyric acid,94318,C03197,17290,6168-83-8,WHBMMWSBFZVSSR-VKHMYHEASA-N,C[C@H](O)CC(O)=O,WHBMMWSBFZVSSR-VKHMYHEASA-N,WHBMMWSBFZVSSR,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0011490,,,LysoPE(0:0/22:0),53480939,,138520,,NVLXNEISHNIEBO-AREMUKBSSA-N,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NVLXNEISHNIEBO-AREMUKBSSA-N,NVLXNEISHNIEBO,BASF,Yes,,,,,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0002984,,,11-Hydroxyandrosterone,10286365,C14606,34350,57-61-4,PIXFHVWJOVNKQK-PTXZMSDUSA-N,[H][C@@]12CCC(=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,PIXFHVWJOVNKQK-PTXZMSDUSA-N,PIXFHVWJOVNKQK,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0012328,SECPZKHBENQXJG,SECPZKHBENQXJG-BQYQJAHWSA-N,Palmitelaidic acid,5282745,,59265,10030-73-6,SECPZKHBENQXJG-BQYQJAHWSA-N,CCCCCC\C=C\CCCCCCCC(O)=O,SECPZKHBENQXJG-BQYQJAHWSA-N,SECPZKHBENQXJG,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0059719,,,Heptylmalonic acid,136574,,70747,760-54-3,YSFZWUJOBANROZ-UHFFFAOYSA-N,CCCCCCCC(C(O)=O)C(O)=O,YSFZWUJOBANROZ-UHFFFAOYSA-N,YSFZWUJOBANROZ,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0061861,YBGZDTIWKVFICR,,Octyl 4-methoxycinnamic acid,,D05225,,5466-77-3,YBGZDTIWKVFICR-JLHYYAGUSA-N,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,YBGZDTIWKVFICR-JLHYYAGUSA-N,YBGZDTIWKVFICR,MML,,,,,Yes,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0041805,,,2-Thiothiazolidine-4-carboxylic acid,3035791,,136957,98169-56-3,SQUOCHQOQMZGQP-REOHCLBHSA-N,[H][C@]1(CSC(S)=N1)C(O)=O,SQUOCHQOQMZGQP-REOHCLBHSA-N,SQUOCHQOQMZGQP,CTD,,,,,Yes,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000403,,,2-Hydroxyadenine,76900,,62462,3373-53-3,DRAVOWXCEBXPTN-UHFFFAOYSA-N,NC1=NC(O)=NC2=C1NC=N2,DRAVOWXCEBXPTN-UHFFFAOYSA-N,DRAVOWXCEBXPTN,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0006726,IMXSFYNMSOULQS,,"CE(20:4(5Z,8Z,11Z,14Z))",6479222,,82751,,IMXSFYNMSOULQS-SFCOZWKYSA-N,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C,IMXSFYNMSOULQS-SFCOZWKYSA-N,IMXSFYNMSOULQS,MML,Yes,,,,,,,,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
HMDB0000732,,,Hydroxykynurenine,89,C02794,1547,2147-61-7,VCKPUUFAIGNJHC-UHFFFAOYSA-N,NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O,VCKPUUFAIGNJHC-UHFFFAOYSA-N,VCKPUUFAIGNJHC,MML,,,,,,,,Yes,12.5,,,,,0,,,,,0,4.2,,0,1,1,2
